13417,"Latitude","Longitude"
"3TA1",30.04,98.7
"XS80",29.97,98.93
"2F7",33.29,95.9
"TX07",29.93,101.23
"0TE0",29.69,101.16
"19TE",30.32,95.33
"16XS",30.4,95.36
"55T",35.22,101.41
"3TS9",33.38,95.6
"22TE",29.19,96.69
"NGW",27.7,97.43
"CRP",27.77,97.5
"NGP",27.69,97.29
"07TE",27.72,97.51
"69TA",27.66,97.53
"NWL",27.64,97.31
"TA43",31.05,94.85
"TA05",32.04,96.53
"CRS",32.03,96.4
"4XS1",32.13,96.52
"6TX6",32.08,96.36
"TX51",32.2,96.33
"90TE",32.2,96.44
"COT",28.46,99.22
"TX79",28.09,99.05
"2XA1",28.14,98.94
"45XS",28.14,98.91
"46TA",28.13,98.86
"XA08",28.17,99.09
"79TA",28.17,98.89
"TA58",28.32,99.45
"5TS1",28.21,99.13
"5TS2",30.48,97.32
"TE96",30.43,97.41
"9TX2",32.64,96.41
"E13",31.42,102.36
"8TE2",31.53,102.53
"TX97",31.77,97.8
"TX52",31.79,97.77
"3XA8",32.51,97.6
"TE52",32.54,97.59
"81TS",31.44,95.28
"DKR",31.31,95.4
"1TA4",31.46,95.3
"80TS",31.33,95.57
"1XS1",29.94,95.05
"1TE2",29.99,95.02
"49TA",29.9,95.02
"9TA3",29.87,94.99
"8F3",33.62,101.24
"TX11",32.14,99.16
"2XA0",33.98,99.71
"XS77",29.47,94.63
"3TA9",28.71,100.01
"20R",28.7,99.82
"TA34",28.77,100.08
"8TE4",28.82,99.76
"3TA8",28.72,100.05
"T71",29.08,97.27
"TA36",29.01,97.31
"TA06",33.16,95.81
"TS07",29.99,95.69
"8F5",33.13,94.7
"DHT",36.02,102.55
"25TS",36.09,102.42
"ADS",32.97,96.84
"F69",33.02,96.84
"1F7",32.81,96.35
"RBD",32.68,96.87
"DAL",32.85,96.85
"46TS",33.13,96.51
"DFW",32.9,97.04
"XS21",29.33,95.7
"4TA0",29.36,95.66
"77XS",29.29,95.36
"2XA2",29.22,95.31
"07TA",29.24,95.34
"78XS",29.05,96.26
"TX38",36.38,100.34
"14XS",30.81,97.27
"5TS3",31.97,96.68
"3TE1",29.95,94.9
"TA07",30.01,94.97
"3TS7",30.02,94.95
"3TE9",30.11,94.96
"21TE",30.01,94.92
"TS35",30.06,94.98
"TS14",32.11,98.49
"XA34",33.24,97.43
"76T",33.27,97.45
"LUD",33.25,97.58
"XA99",33.13,97.61
"58T",33.17,97.48
"XA98",33.3,97.46
"TX64",33.3,97.53
"09TA",33.28,97.5
"5TS4",33.14,97.6
"TS57",33.24,97.62
"23TS",29.42,100.74
"DRT",29.37,100.93
"4TE7",29.74,100.97
"TA29",29.93,100.84
"81TE",29.54,100.62
"DLF",29.36,100.78
"4TE2",29.54,100.67
"TS04",29.84,100.98
"8TS8",29.92,100.91
"TA81",29.79,100.88
"TA55",30.17,97.59
2.00E+005,31.95,105.19
"TX12",33.81,96.61
"9XS4",33.73,96.63
"DTO",33.2,97.2
"3XS0",33.27,97.07
"2TS0",33.16,97.14
"TE81",33.31,97.09
"4TA1",33.3,97.11
"46XS",33.31,97.1
"E57",32.98,102.84
"1TA5",32.94,103
"23R",29.14,98.94
"4TS8",29.38,99.34
"4TE9",29.26,99.35
"24R",28.69,99.19
"5TS5",28.65,99.29
"T55",34.57,102.32
"7TS8",34.4,102.45
"XA65",33.54,96.68
"5TE3",30.27,98.12
"5TE2",30.23,98.14
"14TX",30.29,98.17
"0XA8",30.27,98.11
"0TA3",30.3,102.14
"6R6",30.05,102.21
"9F0",32.07,98.33
"17XS",32.18,98.44
"DUX",35.86,102.01
"ELA",29.6,96.32
"5TE7",29.72,96.31
"5TE0",28.63,100.16
"5T9",28.86,100.51
"6TA4",28.72,100.41
"ETN",32.41,98.81
"TX68",33.59,96.28
"6XS5",26.31,97.95
"6TE0",26.29,97.95
"TS29",31.29,97.3
"6TE1",26.36,98.15
"EBG",26.44,98.12
"6TE3",28.95,96.55
"26R",29,96.58
"6TE5",28.98,96.62
"TS96",29.27,96.33
"2TE4",29.18,96.32
"68TE",29.2,96.49
"0XS1",29.29,96.35
"7TE6",29.2,96.55
"8TE8",29.16,96.23
"ELP",31.81,106.38
"T27",31.72,106.24
"7XS5",30.86,100.57
"27R",30.86,100.61
"6TA0",30.86,100.32
"TS80",34.13,98.9
"TX61",30.33,97.46
"56TS",30.34,97.35
"62TA",30.32,97.3
"1XS2",30.38,97.43
"TX72",30.38,97.19
"6XS9",29.3,98.38
"28TE",29.27,98.34
"2TX1",29.23,98.38
"02XS",30.15,97.66
"XA66",28.08,99.29
"TE29",28.07,99.57
"2TX4",27.98,99.38
"8TS9",28.14,99.57
"2TA8",26.86,98.22
"F41",32.33,96.66
"XS34",32.31,96.49
"TE39",33.44,97.27
"TX94",33.45,97.28
"TX39",33.48,97.25
"7TE1",27.07,98.94
"4TE8",30.32,94.07
"00TS",32.61,97.24
"E35",31.52,106.15
"TX73",31.83,96.05
"7XS6",31.79,96.21
"2TA6",31.86,96.2
"BKS",27.21,98.12
"7TE2",27.11,98.21
"7TS7",29.91,94.34
"7TE0",29.91,94.21
"6XS3",33.14,96.39
"8TA5",33.16,96.32
"30XS",34.38,103.02
"XS90",29.77,97.78
"2TE5",29.7,97.16
"7TE9",29.03,98.29
"82XS",29.1,98.22
"8TA0",29.14,98.28
"1TE7",29.12,98.37
"0TX5",33.02,97.12
"TA08",33.15,96.27
"41F",34,101.33
"T93",36.44,100.12
"01TE",32.74,96.43
"TA18",32.71,96.48
"BIF",31.85,106.38
"HLR",31.14,97.71
"22XS",31.37,97.67
"GRK",31.07,97.83
"23XS",31.36,97.67
"4TS7",30.45,102.93
"8TE6",30.3,102.72
"FST",30.92,102.91
"50F",32.58,97.59
"2TE2",32.83,97.53
"AFW",32.99,97.32
"FTW",32.82,97.36
"NFW",32.77,97.44
"FWS",32.57,97.31
"TS00",32.79,97.18
"T67",32.93,97.41
"4T2",32.98,97.49
"TS73",32.78,97.49
"9F9",32.63,97.35
"1TE9",31.27,96.44
"TX75",31.01,96.54
"T25",32.08,95.45
"TE97",30.19,98.96
"T82",30.24,98.91
"25XA",30.1,98.7
"7XS7",30.11,98.93
"8XS0",30.25,99.1
"XS01",30.45,98.89
"44TX",30.21,99.09
"TS36",30.22,99.14
"TX56",27.72,98.7
"28TA",27.83,98.72
"T19",27.88,98.6
"0XA4",28,98.88
"42XS",27.96,98.4
"6TX2",29.84,96.51
"7XS0",29.5,95.18
"X54",34.65,102.69
"TA77",33.15,96.9
"X09",29.69,95.84
"9TE5",28.15,96.98
"GLE",33.65,97.2
"TX81",33.55,97.04
"GLS",29.27,94.86
"TS08",29.08,96.5
"TS55",29.67,98.3
"TX89",32.97,96.62
"TS51",31.84,94.46
"5TS7",31.78,94.49
"2TX5",31.45,97.75
"GOP",31.42,97.8
"8T6",28.36,98.12
"59TS",28.14,98.16
"0XA7",30.66,97.62
"07TS",30.63,97.57
"GTU",30.68,97.68
"TX92",30.6,97.67
"05TE",30.72,97.79
"30TA",30.59,97.72
"50TA",29.69,98
"9TX1",30.14,96.86
"GYB",30.17,96.98
"JXI",32.7,94.95
"07F",32.53,94.97
"XA04",32.24,97.9
"41TA",32.24,97.88
"TS61",32.21,97.64
"09TE",32.27,97.87
"TX93",32.17,97.83
"8TS7",32.25,97.73
"TE02",32.47,97.56
"59TX",32.49,97.49
"TX95",32.41,97.53
"TX98",32.48,97.5
"XA90",32.76,95.53
"8TX3",31.34,98.62
"T20",29.53,97.46
"TX99",34.01,102.99
"73XS",32.45,98.37
"83TS",32.43,98.42
"3T0",33.84,96.81
"0TE6",32.2,98.67
"F35",32.92,98.44
"4TA3",32.9,98.46
"RPH",33.11,98.55
"10F",33.02,98.63
"GDJ",32.44,97.82
"0TX0",32.42,97.71
"TS89",32.35,97.81
"0TX1",32.35,97.68
"8TA7",32.57,97.75
"GPM",32.7,97.05
"XA75",32.32,97.1
"3XA0",32.31,97.23
"XS06",32.3,97.15
"11TE",32.3,97.2
"31TA",30.73,97.43
"32TE",30.59,98.37
"7XS3",31.48,95.64
"0TX7",32.95,97.15
"0TX9",33.25,96.12
"31TS",33.19,96.19
"0TX8",33.18,96.04
"GVT",33.07,96.07
"37TS",32.99,96.04
"XS14",32.97,96.07
"33R",31.09,95.16
2.00E+003,36.18,101.69
"E19",36.23,101.43
"6TE6",33.64,100.35
"1TX3",33.43,100.54
"1TX2",33.72,100.15
"1TX5",34.13,101.91
"0TA1",34.22,101.98
"0TA2",34.22,101.93
"34R",29.39,96.96
"XA40",29.52,96.94
"1T9",29.52,96.84
"MNZ",31.67,98.15
"1TX6",31.7,98.1
"14F",32.85,100.14
"1TX7",32.81,100.18
"2TS2",26.17,97.73
"HRL",26.23,97.65
"XA41",30.36,99.25
"1TX8",34.37,102.08
"10TE",29.67,97.5
"32TA",29.69,97.43
"15F",33.19,99.72
"1TX9",32.64,95.16
"16TE",32.7,95.21
"1TE5",30.82,96.6
"LHB",30.87,96.62
"TS69",27.49,98.66
"03TE",27.49,98.67
"HBV",27.35,98.74
"TA44",27.08,98.6
"2TS5",34.89,100.61
"4TA4",29.94,96.06
"RFI",32.14,94.85
"63XS",30.22,98.29
"8TS2",33.78,98.22
"TE10",33.82,98.23
"HRX",34.86,102.33
"5XS2",35.03,102.2
"14TE",30.92,99.48
"TA78",31.97,98.06
"2TX2",32.03,98.01
"1X1",36.11,100.03
"9XS1",31.84,96.95
"INJ",32.08,97.1
"0TE4",31.08,96.22
"37TE",29.36,95.01
"TX49",30.12,95.86
"06TX",30.06,95.81
"TA90",29.97,95.82
"4TA5",33.85,98.65
"TE57",29.44,99.12
"HDO",29.36,99.18
"DZB",30.53,98.36
"T51",30.04,95.67
"DWH",30.06,95.55
"EFD",29.61,95.16
"39R",29.54,95.42
"IAH",29.98,95.34
"2H5",29.51,95.9
"21XS",29.52,95.28
"TME",29.81,95.9
"AXH",29.51,95.48
"CXO",30.35,95.41
"LVJ",29.52,95.24
"SGR",29.62,95.66
"EYQ",29.94,95.64
"IWS",29.82,95.67
"O07",29.69,95.79
"HOU",29.65,95.28
"1TE8",33.55,96.56
"1TS2",31.82,96.78
"4TA6",30.02,99.38
"49TE",30.06,99.51
"8TA8",31.17,94.53
"UTS",30.75,95.59
"2TX6",33.68,101.67
"5TS9",28.53,96.53
"6TS8",30,96.58
"TFP",27.91,97.21
"3TE0",30.73,96.13
"2F0",30.91,101.89
"20TE",32.2,97.09
"TA59",33.1,98.29
"TE55",33.42,98.19
"21F",33.23,98.15
"TS02",33.12,98.23
"1TE3",31.92,95.21
"JSO",31.87,95.22
"40TE",30.79,97.66
"JAS",30.89,94.04
"22F",33.23,100.57
"TS62",33.2,100.52
"24F",32.74,94.3
"6F7",32.83,94.35
"8TX0",31.43,96.13
"40TA",31.31,96.22
"48T",30.22,98.43
"XA02",30.28,98.43
"2XS1",30.22,98.3
"50TE",30.23,98.48
"0TE7",30.25,98.62
"TE45",32.47,97.47
"8TS5",32.47,97.37
"25TE",32.45,97.4
"JCT",30.51,99.76
"52TE",30.52,99.52
"18TA",30.14,99.74
"TS21",33.08,101.11
"3T6",33.13,97.3
"05TS",33.13,97.36
"0TS1",33.1,97.27
"3TX8",33.13,97.35
"3TX7",33.14,97.37
"3TX2",33.08,97.35
"2TX7",33.09,97.4
"16X",33.08,97.36
"XA00",33.15,97.28
"3TX3",33.12,97.32
"3TX4",33.09,97.38
"2TE6",28.89,98.05
"56TE",29.73,95.85
"59TE",29.81,95.75
"9X9",29.91,95.83
"TA46",32.56,96.4
"XA42",32.38,96.39
"0TA4",32.5,96.27
"28XS",32.65,96.33
"K00",32.51,96.24
"8TS6",32.53,96.32
"TX67",32.36,97.3
"7TX4",32.97,97.28
"4TX2",32.97,97.23
"6TS1",31.18,98.07
"4XA2",28.79,97.76
"2R9",28.83,97.87
"63TE",31.35,95.21
"4TX4",32.63,97.19
"32TX",30.06,96.36
"XS44",31.02,104.21
"4TX5",32.23,96.26
"5TE4",36.51,102.39
"TA73",29.97,99.17
"64TE",30.16,99.34
"XA43",29.91,99.21
"ERV",29.98,99.09
"60TE",30.14,99.15
"4TX6",32.41,94.82
"67TE",30.95,97.8
"ILE",31.09,97.69
"69TS",31,97.76
"85TE",29.63,97.81
"54TX",30.68,98.53
"TS18",30.65,98.48
"44TE",30.68,98.42
"NQI",27.5,97.81
"IKG",27.55,98.03
"T12",30.65,93.92
"F75",33.44,99.81
"4TX7",33.42,99.87
"45R",30.34,94.26
"29F",34.4,101.77
"6TX4",34.34,101.54
"4TX8",33.25,97.22
"TE58",33.31,97.34
"2TX8",33.31,97.38
"TA47",33.3,97.25
"XA72",33.28,97.29
"3T5",29.91,96.95
"9TE6",29.92,96.8
"88TE",29.9,96.8
"T41",29.67,95.06
"72TE",28.88,99.99
"TE83",28.92,99.76
"TE12",29.3,98.18
"47TE",28.85,96.5
"79TE",28.12,97.93
"RYW",30.5,97.97
"1TX4",30.43,97.97
"TX82",31.86,97.38
"89TE",29.28,103.69
"5TX0",33.17,97.05
"30F",33.13,97.01
"XA77",32.75,101.78
"2F5",32.76,101.92
"9TE3",32.58,101.93
"5TX1",31.86,98.26
"69TE",30.93,98.24
"TE48",31.05,98.04
"LZZ",31.11,98.2
"LNC",32.58,96.72
"48TE",30.02,101.57
"LRD",27.54,99.46
"TE32",27.31,99.48
"0TE5",27.43,99.19
"8TS3",31.39,95.47
"6TA3",32.72,96.72
"7TE4",29.6,99.85
"XA31",29.82,99.79
"57TE",29.94,99.78
"49R",29.75,99.76
"77T",30.6,97.82
"8XS3",30.57,97.83
"0TS4",30.09,96.8
"82TE",29.69,98.71
"TE06",33.38,96.32
"5TX2",33.42,96.22
"6TA2",33.37,96.36
"LLN",33.55,102.37
"5TX4",33.03,97.07
"5TX6",33.02,97.07
"TA21",33.02,97.12
"TA75",30.39,97.11
"TE75",30.41,96.97
"T78",30.08,94.7
"91TE",30.72,97.86
"XS12",30.68,98.02
"9TX4",30.66,97.91
"5TX8",33.03,94.38
"7T0",33.59,97.22
"76TX",33.15,96.98
"LIU",33.92,102.39
"15XS",29.33,95.33
"00R",30.69,95.02
"XS00",30.64,98.75
"AQO",30.78,98.66
"44TS",30.58,98.83
"50R",29.85,97.67
"2XA5",29.8,97.69
"5XS7",34.23,101.46
"TS39",34.31,101.41
"XA44",31.27,98.42
"7TE3",31.23,98.47
"9XS7",32.95,95.96
"XA45",33.02,95.93
"4TE0",32.93,94.73
"3TS0",32.51,94.7
"GGG",32.38,94.71
"2XA7",32.62,94.77
"92TA",26.12,97.43
"T26",29.11,96.4
"95TS",33.23,98.49
"47XS",33.47,101.79
"LBB",33.66,101.82
"8XS8",33.59,102.04
"F82",33.49,101.81
"LFK",31.23,94.75
"25TX",31.31,94.64
"T91",29.73,97.66
"1TX0",29.25,98.86
"47TS",31.05,95.92
"51R",30.91,95.95
"2TS4",32.14,95.97
"XS55",31.93,96.94
"6TX7",32.54,97.13
"6TX8",32.56,97.21
"TA83",32.54,97.19
"3T2",29.48,95.33
"92TE",29.97,102.93
"5TE5",30.27,103.24
"48XS",29.93,103.3
"93TE",29.81,102.91
"TA64",29.7,103.15
"09TS",29.48,103.17
"6TX9",29.86,102.79
"XS03",30.48,98.28
"86TA",30.61,98.3
"0TA7",30.15,103.89
"TS15",29.89,104.26
"MRF",30.37,104.02
"5TE1",29.65,103.95
"XS05",29.6,98.17
"1TE4",29.5,98.16
"XS07",28.95,96.06
"T15",31.34,96.85
"TA23",31.26,96.22
"ASL",32.52,94.31
"T92",30.73,99.18
"XS08",30.88,99.2
"XS10",28.12,96.8
"34TE",32.23,97.01
"TA26",32.3,97.06
"19XS",32.3,97.09
"18XS",33.8,101.03
"MFE",26.18,98.24
"E48",31.13,102.23
"19TA",32.82,96.42
"XS57",31.47,97.4
"TE84",31.47,97.48
"T31",33.21,96.74
"TKI",33.18,96.59
"6TX3",33.23,96.78
"TS63",33.25,96.56
2.00E+007,35.25,100.54
"87XS",29.79,99.26
"XS11",29.78,99.36
"XS13",29.82,99.2
"F21",34.74,100.53
"XA92",30.87,100.1
"TE15",30.89,99.63
"T50",30.93,99.82
"XS15",30.77,99.9
"5XS6",26.18,97.88
"31XS",33.18,96.27
"03XS",31.32,100.75
"6XS4",31.17,101
"HQZ",32.75,96.53
"LXY",31.64,96.51
"11TS",31.66,96.41
3.00E+000,35.71,100.6
"5TE8",35.76,100.75
"7TX5",32.22,102.16
"MDD",32.04,102.1
"MAF",31.94,102.2
"7TX7",32.08,102.02
"7T7",31.86,102.07
"2TS6",32.51,96.93
"JWY",32.46,96.91
"XS17",30.71,96.9
"TE50",32.17,96.97
"XS18",30.38,96.22
"TE34",32.76,97.97
"XA46",32.69,95.45
"3F9",32.68,95.51
"TX62",32.63,95.44
"JDD",32.74,95.5
"12TS",32.91,97.98
"0TS7",32.83,98.13
"MWL",32.78,98.06
"TX34",32.85,97.98
"7TE7",26.38,98.33
"6TS4",31.19,97.39
"E01",31.58,102.91
"TX42",29.94,96.04
"4TX0",29.86,94.83
"33TA",30.33,95.61
"TE85",30.34,95.66
"XA47",31.31,97.48
"43TA",32.03,97.63
"F85",33.73,102.73
"XS70",33.13,95.02
"OSA",33.1,94.96
"6X0",32.1,95.29
"F53",33.22,95.24
"87TA",30.19,99.27
"XS20",30.15,99.3
"4TS5",30.22,99.5
"84XS",30.26,99.4
"XS23",30.13,99.47
"XS22",30.2,99.67
"XA78",33.46,97.07
"XS24",29.83,97.1
"1TE0",34.27,102.72
"2T1",34.19,102.64
"7TE5",31.68,98.66
"TA24",31.48,98.71
"TA89",31.52,98.8
"37F",33.48,99.59
"XA48",33.64,97.32
"OCH",31.58,94.71
"TS87",30.42,96.08
"60R",30.37,96.11
"XS25",29.38,95.68
"87TE",29.45,95.87
"TE67",29.43,98.13
"TE86",29.44,98.11
"5TS8",29.81,98.27
"TX09",29.68,98.01
"77TS",29.8,98.09
"48TS",29.67,98.2
"9TA1",29.66,98.14
"BAZ",29.7,98.04
"T17",29.28,95.89
"TX01",33.31,101.91
"02TX",33.37,101.92
"XS09",30.54,95.44
"61R",30.88,93.74
"0TS9",30.02,97.74
"36XS",33.88,97.73
"88XS",30.02,94.39
"XS27",30.04,94.4
"XS28",30.03,94.46
"XS29",29.99,94.42
"6TS6",31.04,96.2
"1TS0",29.67,94.67
"89TS",31.57,95.77
"71TA",31.83,102.23
"ODO",31.92,102.39
"00XS",33.03,101.93
"13TS",27.46,98.93
"7TX9",33.36,94.44
"08XS",29.11,95.78
"ONY",33.35,98.82
"TS42",34.2,102.13
"ORG",30.07,93.8
"NOG",27.9,98.05
"XS33",30.06,93.86
"TA97",29.64,95.97
"30TS",32.83,94.72
"TS71",32.53,96.94
"XA49",30.03,101.55
"OZA",30.74,101.2
"4TA8",30.62,101.02
"3F6",34.03,100.28
"1XA5",30.14,97.14
"9TE7",30.25,97.08
"3XS1",28.77,96.31
"PSX",28.73,96.25
"XS35",28.74,96.22
"PSN",31.78,95.71
"T13",32.48,96.69
"8TX6",32.43,96.72
"TX54",26.21,98.41
"TA65",32.82,98.48
"BPC",35.89,101.03
"PPA",35.61,101
"XS36",30.25,101.69
"T45",35.36,101.37
"3TE5",35.33,101.39
"XS92",33.15,97.71
"4XS2",33.17,97.73
"XS30",33.61,95.48
"PRX",33.64,95.45
"39TA",33.65,95.66
"XS88",33.86,95.7
"0TA8",33.85,95.41
"65XS",32.22,97.28
"TE16",32.25,97.3
"TX74",32.26,97.28
"TS44",29.84,96.02
"1TS1",29.91,95.99
"XS71",28.75,98.05
"XS39",29.54,95.26
"T79",29.56,95.33
"XS42",28.93,99.08
"XS40",28.8,99
"T30",28.82,99.11
"PEQ",31.38,103.51
"TE99",32.02,97.25
"PYX",36.41,100.75
"4TX3",33.66,95.83
"TS54",33.01,95.43
"2TA3",31.72,104.6
"T24",31.23,93.98
"TA66",29.71,98.86
"XS43",29.66,98.96
"XA23",33.02,94.97
"F98",33.22,102.83
"PVW",34.17,101.72
"9TX3",34.17,101.64
"7TA3",34.18,101.84
"6TS0",34.09,101.74
"PEZ",28.95,98.52
"TE74",32.95,95.87
"45TE",33.19,97.33
"TE70",33.2,97.32
"7TS4",33.18,97.25
"3XA7",30.89,99.01
"27XA",32.98,97.89
"RAS",27.81,97.09
"PIL",26.17,97.35
"PKV",28.65,96.68
"9TE4",28.57,96.63
"T05",26.56,97.44
"72TA",28.46,96.29
"XS46",28.43,96.44
"9X1",30.15,95.32
"9R5",27.89,97.35
"TE87",27.92,97.32
"9TX6",33.18,101.02
"9XS3",33.1,101.47
"5F1",33.2,101.34
"XS47",29,98.57
"TS85",33.81,96.7
"9TX7",33.84,96.67
"TE68",33.74,96.66
"XS91",32.09,95.6
"XS50",27.38,98.31
"XS51",27.4,98.14
"8TX8",27.36,98.18
"3TE3",29.47,103.94
"T77",29.63,104.36
"34TA",33.17,96.49
"TS05",26.08,97.95
"47TA",33.26,96.89
"83TA",31.9,96.6
"F01",34.28,99.76
"50XS",29.04,100.58
"T14",32.95,96.1
"30TE",33.81,101.4
"TA25",32.43,98.59
"F23",32.45,98.68
"49F",31.23,101.95
"XS56",26.45,97.79
"92XS",26.48,97.69
"XS58",30.04,94.71
"14TS",27.42,98.6
"XS59",28.28,97.21
"RFG",28.29,97.32
"7TA7",31.84,94.96
"TX47",33.71,96.22
"7TS0",33.1,97.43
"TA02",33.1,97.46
"T76",33.15,97.5
"XS61",31.12,99
"94XS",29.65,95.83
"93XS",29.08,95.38
"XA15",31.43,96.98
"67R",26.42,98.85
"XS64",26.25,97.57
"XS63",26.23,97.56
"TE47",32.21,97.32
"52F",33.05,97.23
"0TE3",33.93,100.84
"54F",31.88,100.54
"TE17",31.44,97.15
"XA51",31.42,97.13
"TE62",27.85,97.68
"RBO",27.78,97.69
"XS66",27.8,97.74
"4XA4",30.74,97.14
"RCK",30.63,96.99
"RKP",28.09,97.04
"XS67",27.94,96.99
"ECU",29.95,100.17
"3TA0",30.1,100.4
"8TX2",29.98,100.2
"XS69",29.91,100
"T48",32.87,96.22
"F46",32.93,96.44
"XS72",30.48,94.83
"58TE",33.41,102.08
"XS73",29.87,97.29
"T54",29.52,95.78
"TS90",29.4,95.43
"TE88",29.36,95.46
"TA33",29.36,95.64
"91TS",29.37,95.34
"XA16",33.49,97.47
"56F",32.83,100.42
"71TE",30.38,98.38
"XS75",30.45,98.49
"72XS",30.03,96.68
"68TS",32.88,96.29
"T33",32.86,96.31
"3TE4",30.01,104.66
"83TE",29.5,99.49
"XS76",29.72,93.87
"XS31",33.7,96.83
"73TA",30.92,97.54
"76TE",31.5,105.08
"65TX",31.78,105.43
"TS65",31.36,100.61
"5TE6",31.27,100.46
"94TA",31.31,100.46
"SJT",31.36,100.5
"XS79",29.26,98.46
"5C1",29.72,98.69
"1T8",29.74,98.45
"9TX5",29.74,98.54
"24XA",29.32,98.37
"74R",29.28,98.5
"1T7",29.81,98.43
"SKF",29.38,98.58
"SAT",29.53,98.47
"8T8",29.51,98.8
"22TA",29.34,98.66
"SSF",29.34,98.47
"75XS",29.25,98.48
"T94",29.57,98.47
"XS89",29.62,98.46
"86TS",31.48,94.03
"78R",31.54,94.17
"53XS",26.15,97.59
"7TS2",29.83,97.89
"HYI",29.89,97.86
"7TS3",29.96,97.99
"68TX",27.98,97.79
"81R",31.24,98.72
"37TX",31.32,98.87
"XS94",27.11,99.42
"TS75",30.5,102.16
"XA03",33.43,97.27
"T87",33.34,97.27
"71XS",33.35,97.21
"TS74",33.36,97.29
"TX33",33.34,97.31
"TE24",33.39,97.21
"T58",33.33,97.23
"58F",33.37,97.15
"TX96",33.4,97.26
"6XS8",33.34,97.1
"XS93",26.72,98.56
"38XS",26.82,98.48
"5TA5",29.34,95.12
"5TA7",29.42,95.16
"TA50",31.91,106.64
"86TE",32.65,98.15
"XS95",29.68,96.97
"TE89",32.54,94.24
"9TE0",32.4,96.38
"8TA1",28.48,96.76
"5TA9",32.61,96.53
"F97",32.95,102.54
"05TA",29.81,96.27
"3TA2",29.74,96.06
"1XA7",29.73,96.06
"93TS",29.75,96.11
"2TA4",29.75,96.29
"0TX6",29.51,98
"E70",29.6,97.99
"TE51",29.54,97.84
"SEQ",29.57,97.91
"GNC",32.68,102.65
"5TA0",32.73,102.94
"39TE",32.72,102.74
"TS20",33.53,99.19
"60F",33.65,99.26
"TA67",33.75,102.07
"2F1",35.24,100.18
"9TX9",30.75,101.97
"09TX",30.74,102.02
"XS99",30.47,94.91
"72TS",29.36,96.62
"9XS2",33.65,96.78
"11TX",33.67,96.69
"TA93",33.63,96.73
"SWI",33.62,96.59
"GYI",33.71,96.67
"XS49",29.49,97.12
"TE36",29.39,97.18
"79XS",34.47,101.3
"T69",28.04,97.54
"3TE6",35.57,101.17
"9XS5",33.35,101.64
"F49",33.48,101.66
"XA68",33.39,97.36
"TS22",29.24,97.63
"84R",30.03,97.17
"SNK",32.69,100.95
"53TX",29.22,98.55
"13TX",30.53,100.45
"TE37",30.27,100.45
"0XS2",30.56,100.53
"SOA",30.59,100.65
"E42",36.22,101.19
"8TA3",30.52,98.17
"0XS6",30.5,98.15
"88R",30.48,98.12
"0XS7",29.19,100.28
"0XS8",29.08,100.38
"55XS",29.17,100.42
"T70",29.12,100.47
"1XS0",29.92,98.48
"6XS7",33.05,97.67
"7XS1",32.99,97.68
"61TE",32.99,97.62
"TA16",33.44,100.85
"F56",32.91,99.74
"63F",32.17,101.82
"49XS",31.45,98.32
"14TA",29.9,98.4
"SEP",32.22,98.18
"15TX",32.3,98.33
"17TX",32.45,98.26
"16TX",32.26,98.11
"64F",31.64,100.97
"58XS",31.83,101.06
"2TS8",29.22,97.87
"TS76",30.25,98.59
3.00E+007,36.22,102.1
"H70",36.35,102.05
"5XS9",31.92,96.27
"XA05",34.1,102.62
"9XS6",34.05,102.52
"SLR",33.16,95.62
"X43",36.03,101.83
"2KL",30.6,98.41
"SWW",32.47,100.47
"86XS",32.4,100.37
"TA00",32.38,100.28
"2F4",33.18,101.82
"41XS",30.54,97.42
"T74",30.57,97.44
"68F",31.66,96.31
"5TA1",31.19,97.41
"TPL",31.15,97.41
"TS92",31.21,97.43
"19TX",31.24,97.51
"TA70",31.78,95.9
"1XS7",29.45,102.83
"81TX",29.34,103.57
"3TE8",29.32,103.58
"TRL",32.71,96.27
"TS98",32.79,96.31
"21TX",33.5,94.09
"TS50",29.42,95
"8TA4",29.45,95.01
"TA13",36.26,102.87
"23TX",31.25,97.52
"1XS9",28.4,98.22
"72F",33.18,99.15
"24TX",32.5,98.38
"TE63",28.25,98.55
"53TS",33.48,96.84
"8XS6",33.45,96.83
"XA17",33.32,95.56
"23TA",33.49,96.46
"7TA0",30.09,95.65
"16TA",30.92,103.78
"52TA",33.46,96.35
"48TX",33.45,96.38
"XA52",30.92,95.29
"TE91",32.04,95.08
"26TX",33.76,100.02
"I06",34.57,101.78
"1TA2",34.65,101.5
"2XS5",30.01,98.43
"TYR",32.35,95.4
"TA42",32.71,94.13
"RND",29.53,98.28
"2XS6",29.72,99.57
"95TA",29.64,99.48
"2XS7",29.45,99.68
"2XS8",29.23,99.82
"UVA",29.21,99.74
"9F1",31.62,97.43
"3XA1",33.47,97.17
"XA84",33.48,97.12
"1XA6",33.47,97.12
"51TX",32.54,95.67
"5XS5",32.54,95.71
"97XS",33.43,96.48
"VHN",31.06,104.78
"88TA",31.46,104.84
"E52",35.23,102.4
"75TS",32.42,97.09
"28TX",34.09,99.46
"29TX",34.09,99.37
"53TA",34.15,99.26
"F05",34.23,99.28
"42TE",28.89,97.02
"VCT",28.85,96.92
"3XS4",30.13,93.94
"3XS5",29.3,98.68
"54X",31.58,97.3
"XA85",31.64,97.31
"XS74",31.61,97.16
"70TE",31.5,97.08
